Seed_ID,timestamp,Soil humidity 1,Irrigation field 1,Soil humidity 2,Irrigation field 2,Soil humidity 3,Irrigation field 3,Soil humidity 4,Irrigation field 4,Air temperature (C),Air humidity (%),Pressure (KPa),Wind speed (Km/h),Wind gust (Km/h),Wind direction (Deg),Soil_nutrient_levels,Place,Region,Average_Rainfall,Soil_Moisture,Seedling_growth_rate,Seed_viability,Seed_germination_rate,Soil_texture
4410,03-10-2019 7.15,61.56,0,49.71,0,27.64,0,28.47,1,17.1,85.32,101.19,5.16,30.4,229.96,97429,KANPUR,UTTAR PRADESH,41946,42248,536,4430,3362,24
4411,03-10-2019 7.20,61.56,0,49.67,0,27.62,0,28.49,1,17.15,85.09,101.19,5.19,30.62,230.2,97430,BENGALURU,KARNATAKA,41947,42249,561,4431,3363,24
4412,03-10-2019 7.25,61.55,0,49.63,0,27.6,0,28.51,1,17.21,84.87,101.19,5.22,30.84,230.43,97431,KANPUR,UTTAR PRADESH,41948,42250,1344,4432,3364,24
4413,03-10-2019 7.30,61.54,0,49.59,0,27.59,0,28.53,1,17.26,84.64,101.19,5.25,31.06,230.67,97432,NAGPUR,MAHARASHTRA,41949,42251,931,4433,3365,24
4414,03-10-2019 7.35,61.54,0,49.54,0,27.57,0,28.55,1,17.32,84.41,101.19,5.28,31.27,230.91,97433,BENGALURU,KARNATAKA,41950,42252,931,4434,3366,24
4415,03-10-2019 7.40,61.53,0,49.5,0,27.55,0,28.57,1,17.37,84.19,101.19,5.31,31.49,231.14,97434,VIJAYAWADA,ANDHRA PRADESH,41951,42253,931,4435,3367,24
4416,03-10-2019 7.45,61.52,0,49.46,0,27.53,0,28.58,1,17.43,83.96,101.19,5.34,31.71,231.38,97435,New Delhi,DELHI,41952,42254,931,4436,3368,24
4417,03-10-2019 7.50,61.52,0,49.42,0,27.52,0,28.6,1,17.48,83.73,101.19,5.37,31.93,231.61,97436,Hyderabad,TELANGANA,41953,42255,650,4437,3369,24
4418,03-10-2019 7.55,61.51,0,49.37,0,27.5,0,28.62,1,17.54,83.51,101.19,5.4,32.15,231.85,97437,HYDERABAD,TELANGANA,41954,42256,650,4438,3370,24
4419,03-10-2019 8.00,61.5,0,49.33,0,27.48,0,28.64,1,17.59,83.28,101.19,5.43,32.37,232.09,97438,MUNGER,BIHAR,41955,42257,706,4439,3371,24
4420,03-10-2019 8.05,61.5,0,49.29,0,27.47,0,28.66,1,17.65,83.05,101.19,5.46,32.59,232.32,97439,MUNGER,BIHAR,41956,42258,561,4440,3372,24
4421,03-10-2019 8.10,61.49,0,49.25,0,27.45,0,28.68,1,17.7,82.83,101.19,5.49,32.8,232.56,97440,MUNGER,BIHAR,41957,42259,585,4441,3373,24
4422,03-10-2019 8.15,61.49,0,49.2,0,27.43,0,28.7,1,17.76,82.6,101.19,5.52,33.02,232.8,97441,SECUNDERABAD,TELANGANA,41958,42260,931,4442,3374,24
4423,03-10-2019 8.20,61.48,0,49.16,0,27.41,0,28.72,1,17.81,82.37,101.2,5.55,33.24,233.03,97442,NEW DELHI,DELHI,41959,42261,735,4443,3375,24
4424,03-10-2019 8.25,61.47,0,49.12,0,27.4,0,28.74,1,17.87,82.15,101.2,5.58,33.46,233.27,97443,HYDERABAD,TELANGANA,41960,42262,823,4444,3376,24
4425,03-10-2019 8.30,61.47,0,49.08,0,27.38,0,28.75,1,17.92,81.92,101.2,5.61,33.68,233.5,97444,KOLKATA,WEST BENGAL,41961,42263,650,4445,3377,24
4426,03-10-2019 8.35,61.46,0,49.03,0,27.36,0,28.77,1,17.98,81.69,101.2,5.64,33.9,233.74,97445,MUMBAI,MAHARASHTRA,41962,42264,650,4446,3378,24
4427,03-10-2019 8.40,61.45,0,48.99,0,27.34,0,28.79,1,18.03,81.47,101.2,5.67,34.12,233.98,97446,MUMBAI,MAHARASHTRA,41963,42265,499,4447,3379,24
4428,03-10-2019 8.45,61.45,0,48.95,0,27.33,0,28.81,1,18.09,81.24,101.2,5.7,34.33,234.21,97447,MUMBAI,MAHARASHTRA,41964,42266,536,4448,3380,24
4429,03-10-2019 8.50,61.44,0,48.91,0,27.31,0,28.83,1,18.14,81.01,101.2,5.73,34.55,234.45,97448,MUMBAI,MAHARASHTRA,41965,42267,1719,4449,3381,24
4430,03-10-2019 8.55,61.43,0,48.87,0,27.29,0,28.85,1,18.2,80.79,101.2,5.76,34.77,234.69,97449,MUMBAI,MAHARASHTRA,41966,42268,536,4450,3382,24
4431,03-10-2019 9.00,61.43,0,48.82,0,27.28,0,28.87,1,18.25,80.56,101.2,5.79,34.99,234.92,97450,GHAZIABAD,UTTAR PRADESH,41967,42269,1469,4451,3383,24
4432,03-10-2019 9.05,61.42,0,48.78,0,27.26,0,28.89,1,18.31,80.33,101.2,5.82,35.21,235.16,97451,BERHAMPUR,ODISHA,41968,42270,1406,4452,3384,24
4433,03-10-2019 9.10,61.41,0,48.74,0,27.24,0,28.91,1,18.36,80.11,101.2,5.85,35.43,235.39,97452,KOLKATA,WEST BENGAL,41969,42271,1210,4453,3385,24
4434,03-10-2019 9.15,61.41,0,48.7,0,27.22,0,28.92,1,18.42,79.88,101.2,5.88,35.65,235.63,97453,NOIDA,UTTAR PRADESH,41970,42272,524,4454,3386,24
4435,03-10-2019 9.20,61.4,0,48.65,0,27.21,0,28.94,1,18.47,79.65,101.2,5.91,35.86,235.87,97454,GHAZIABAD,UTTAR PRADESH,41971,42273,524,4455,3387,24
4436,03-10-2019 9.25,61.39,0,48.61,0,27.19,0,28.96,1,18.53,79.43,101.2,5.94,36.08,236.1,97455,KOLKATA,WEST BENGAL,41972,42274,494,4456,3388,24
4437,03-10-2019 9.30,61.39,0,48.57,0,27.17,0,28.98,1,18.58,79.2,101.2,5.97,36.3,236.34,97456,INDORE,MADHYA PRADESH,41973,42275,664,4457,3389,24
4438,03-10-2019 9.35,61.38,0,48.53,0,27.16,0,29,1,18.64,78.97,101.2,6,36.52,236.57,97457,BENGALURU,KARNATAKA,41974,42276,1758,4458,3390,24
4439,03-10-2019 9.40,61.37,0,48.48,0,27.14,0,29.02,1,18.69,78.75,101.2,6.03,36.74,236.81,97458,LUCKNOW,UTTAR PRADESH,41975,42277,494,4459,3391,24
4440,03-10-2019 9.45,61.37,0,48.44,0,27.12,0,29.04,1,18.75,78.52,101.2,6.06,36.96,237.05,97459,MUMBAI,MAHARASHTRA,41976,42278,494,4460,3392,24
4441,03-10-2019 9.50,61.36,0,48.4,0,27.1,0,29.06,1,18.8,78.29,101.2,6.09,37.18,237.28,97460,MUMBAI,MAHARASHTRA,41977,42279,494,4461,3393,24
4442,03-10-2019 9.55,61.36,0,48.36,0,27.09,0,29.08,1,18.86,78.07,101.2,6.12,37.39,237.52,97461,ERODE,TAMIL NADU,41978,42280,494,4462,3394,24
4443,03-10-2019 10.00,61.35,0,48.31,0,27.07,0,29.09,1,18.91,77.84,101.2,6.15,37.61,237.76,97462,SURAT,Gujarat,41979,42281,494,4463,3395,24
4444,03-10-2019 10.05,61.34,0,48.27,0,27.05,0,29.11,1,18.97,77.61,101.2,6.18,37.83,237.99,97463,THANE,MAHARASHTRA,41980,42282,494,4464,3396,24
4445,03-10-2019 10.10,61.34,0,48.23,0,27.03,0,29.13,1,19.03,77.39,101.2,6.21,38.05,238.23,97464,ANAND,Gujarat,41981,42283,494,4465,3397,24
4446,03-10-2019 10.15,61.33,0,48.19,0,27.02,0,29.15,1,19.08,77.16,101.21,6.24,38.27,238.46,97465,Adilabad,TELANGANA,41982,42284,994,4466,3398,24
4447,03-10-2019 10.20,61.32,0,48.15,0,27,0,29.17,1,19.14,76.93,101.21,6.27,38.49,238.7,97466,HYDERABAD,TELANGANA,41983,42285,994,4467,3399,24
4448,03-10-2019 10.25,61.32,0,48.1,0,26.98,0,29.19,1,19.19,76.71,101.21,6.3,38.71,238.94,97467,BENGALURU,KARNATAKA,41984,42286,850,4468,3400,24
4449,03-10-2019 10.30,61.31,0,48.06,0,26.97,0,29.21,1,19.25,76.48,101.21,6.33,38.92,239.17,97468,THIRUVANANTHAPURAM,KERALA,41985,42287,850,4469,3401,24
4450,03-10-2019 10.35,61.3,0,48.02,0,26.95,0,29.23,1,19.3,76.25,101.21,6.36,39.14,239.41,97469,DOMBIVLI,MAHARASHTRA,41986,42288,931,4470,3402,24
4451,03-10-2019 10.40,61.3,0,47.98,0,26.93,0,29.25,1,19.36,76.03,101.21,6.39,39.36,239.65,97470,PUNE,MAHARASHTRA,41987,42289,931,4471,3403,24
4452,03-10-2019 10.45,61.29,0,47.93,0,26.91,0,29.26,1,19.41,75.8,101.21,6.42,39.58,239.88,97471,SANGAMNER,MAHARASHTRA,41988,42290,931,4472,3404,24
4453,03-10-2019 10.50,61.28,0,47.89,0,26.9,0,29.28,1,19.47,75.57,101.21,6.45,39.8,240.12,97472,NEW DELHI,DELHI,41989,42291,428,4473,3405,24
4454,03-10-2019 10.55,61.28,0,47.85,0,26.88,0,29.3,1,19.52,75.35,101.21,6.48,40.02,240.35,97473,GANDHINAGAR,Gujarat,41990,42292,649,4474,3406,24
4455,03-10-2019 11.00,61.27,0,47.81,0,26.86,0,29.32,1,19.58,75.12,101.21,6.51,40.24,240.59,97474,PATNA,BIHAR,41991,42293,649,4475,3407,24
4456,03-10-2019 11.05,61.26,0,47.76,0,26.84,0,29.34,1,19.63,74.89,101.21,6.54,40.46,240.83,97475,KADUNGALLOOR,KERALA,41992,42294,649,4476,3408,24
4457,03-10-2019 11.10,61.26,0,47.72,0,26.83,0,29.36,1,19.69,74.67,101.21,6.57,40.67,241.06,97476,NOIDA,UTTAR PRADESH,41993,42295,649,4477,3409,24
4458,03-10-2019 11.15,61.25,0,47.68,0,26.81,0,29.38,1,19.74,74.44,101.21,6.6,40.89,241.3,97477,HYDERABAD,TELANGANA,41994,42296,649,4478,3410,24
4459,03-10-2019 11.20,61.24,0,47.64,0,26.79,0,29.4,1,19.8,74.21,101.21,6.63,41.11,241.54,97478,NADIM TIRUVURU,ANDHRA PRADESH,41995,42297,536,4479,3411,24
4460,03-10-2019 11.25,61.24,0,47.59,0,26.78,0,29.42,1,19.85,73.99,101.21,6.66,41.33,241.77,97479,RAIPUR,CHHATTISGARH,41996,42298,536,4480,3412,24
4461,03-10-2019 11.30,61.23,0,47.55,0,26.76,0,29.43,1,19.91,73.76,101.21,6.69,41.55,242.01,97480,COIMBATORE,TAMIL NADU,41997,42299,536,4481,3413,24
4462,03-10-2019 11.35,61.22,0,47.51,0,26.74,0,29.45,1,19.96,73.53,101.21,6.72,41.77,242.24,97481,BENGALURU,KARNATAKA,41998,42300,536,4482,3414,24
4463,03-10-2019 11.40,61.22,0,47.47,0,26.72,0,29.47,1,20.02,73.31,101.21,6.75,41.99,242.48,97482,BENGALURU,KARNATAKA,41999,42301,536,4483,3415,24
4464,03-10-2019 11.45,61.21,0,47.43,0,26.71,0,29.49,1,20.07,73.08,101.21,6.78,42.2,242.72,97483,BENGALURU,KARNATAKA,42000,42302,499,4484,3416,24
4465,03-10-2019 11.50,61.21,0,47.38,0,26.69,0,29.51,1,20.13,72.85,101.21,6.81,42.42,242.95,97484,Loni,MAHARASHTRA,42001,42303,499,4485,3417,24
4466,03-10-2019 11.55,61.2,0,47.34,0,26.67,0,29.53,1,20.18,72.63,101.21,6.84,42.64,243.19,97485,MANDI,HIMACHAL PRADESH,42002,42304,1445,4486,3418,24
4467,03-10-2019 12.00,61.19,0,47.3,0,26.66,0,29.55,1,20.24,72.4,101.21,6.87,42.86,243.43,97486,"Curtorim,South Goa",GOA,42003,42305,561,4487,3419,24
4468,03-10-2019 12.05,61.19,0,47.26,0,26.64,0,29.57,1,20.29,72.17,101.22,6.9,43.08,243.66,97487,DOMBIVLI,MAHARASHTRA,42004,42306,599,4488,3420,24
4469,03-10-2019 12.10,61.18,0,47.21,0,26.62,0,29.58,1,20.35,71.95,101.22,6.93,43.3,243.9,97488,CHENNAI,TAMIL NADU,42005,42307,599,4489,3421,24
4470,03-10-2019 12.15,61.17,0,47.17,0,26.6,0,29.6,1,20.4,71.72,101.22,6.96,43.52,244.13,97489,HYDERABAD,TELANGANA,42006,42308,599,4490,3422,24
4471,03-10-2019 12.20,61.17,0,47.13,0,26.59,0,29.62,1,20.46,71.49,101.22,6.99,43.73,244.37,97490,VARANASI,UTTAR PRADESH,42007,42309,574,4491,3423,24
4472,03-10-2019 12.25,61.16,0,47.09,0,26.57,0,29.64,1,20.51,71.27,101.22,7.02,43.95,244.61,97491,BIDAR,KARNATAKA,42008,42310,599,4492,3424,24
4473,03-10-2019 12.30,61.15,0,47.04,0,26.55,0,29.66,1,20.57,71.04,101.22,7.05,44.17,244.84,97492,NEW DELHI,DELHI,42009,42311,599,4493,3425,24
4474,03-10-2019 12.35,61.15,0,47,0,26.53,0,29.68,1,20.62,70.81,101.22,7.08,44.39,245.08,97493,NEW DELHI,DELHI,42010,42312,599,4494,3426,24
4475,03-10-2019 12.40,61.14,0,46.96,0,26.52,0,29.7,1,20.68,70.59,101.22,7.11,44.61,245.31,97494,KOLKATA,WEST BENGAL,42011,42313,561,4495,3427,24
4476,03-10-2019 12.45,61.13,0,46.92,0,26.5,0,29.72,1,20.73,70.36,101.22,7.14,44.83,245.55,97495,"Kalyan - West, THANE",MAHARASHTRA,42012,42314,561,4496,3428,24
4477,03-10-2019 12.50,61.13,0,46.87,0,26.48,0,29.74,1,20.79,70.13,101.22,7.17,45.05,245.79,97496,PUDUCHERRY,PUDUCHERRY,42013,42315,561,4497,3429,24
4478,03-10-2019 12.55,61.12,0,46.83,0,26.47,0,29.75,1,20.84,69.91,101.22,7.2,45.26,246.02,97497,HIREKERUR,KARNATAKA,42014,42316,524,4498,3430,24
4479,03-10-2019 13.00,61.11,0,46.79,0,26.45,0,29.77,1,20.9,69.68,101.22,7.23,45.48,246.26,97498,PUNE,MAHARASHTRA,42015,42317,524,4499,3431,24
4480,03-10-2019 13.05,61.11,0,46.75,0,26.43,0,29.79,1,20.95,69.45,101.22,7.26,45.7,246.5,97499,PUNE,MAHARASHTRA,42016,42318,524,4500,3432,24
4481,03-10-2019 13.10,61.1,0,46.71,0,26.41,0,29.81,1,21.01,69.23,101.22,7.29,45.92,246.73,97500,PUNE,MAHARASHTRA,42017,42319,549,4501,3433,24
4482,03-10-2019 13.15,61.09,0,46.66,0,26.4,0,29.83,1,21.06,69,101.22,7.32,46.14,246.97,97501,CHENNAI,TAMIL NADU,42018,42320,549,4502,3434,24
4483,03-10-2019 13.20,61.09,0,46.62,0,26.38,0,29.85,1,21.12,68.77,101.22,7.35,46.36,247.2,97502,PUNE,MAHARASHTRA,42019,42321,549,4503,3435,24
4484,03-10-2019 13.25,61.08,0,46.58,0,26.36,0,29.87,1,21.17,68.55,101.22,7.38,46.58,247.44,97503,LUCKNOW,UTTAR PRADESH,42020,42322,561,4504,3436,24
4485,03-10-2019 13.30,61.07,0,46.54,0,26.34,0,29.89,1,21.23,68.32,101.22,7.41,46.79,247.68,97504,NOIDA,UTTAR PRADESH,42021,42323,561,4505,3437,24
4486,03-10-2019 13.35,61.07,0,46.49,0,26.33,0,29.91,1,21.28,68.09,101.22,7.44,47.01,247.91,97505,Hargaon,UTTAR PRADESH,42022,42324,561,4506,3438,24
4487,03-10-2019 13.40,61.06,0,46.45,0,26.31,0,29.92,1,21.34,67.87,101.22,7.47,47.23,248.15,97506,Qadian,PUNJAB,42023,42325,586,4507,3439,24
4488,03-10-2019 13.45,61.06,0,46.41,0,26.29,0,29.94,1,21.39,67.64,101.22,7.5,47.45,248.39,97507,Qadian,PUNJAB,42024,42326,586,4508,3440,24
4489,03-10-2019 13.50,61.05,0,46.37,0,26.28,0,29.96,1,21.45,67.41,101.22,7.53,47.67,248.62,97508,HYDERABAD,TELANGANA,42025,42327,586,4509,3441,24
4490,03-10-2019 13.55,61.04,0,46.32,0,26.26,0,29.98,1,21.5,67.19,101.23,7.56,47.89,248.86,97509,AKBARPUR,UTTAR PRADESH,42026,42328,661,4510,3442,24
4491,03-10-2019 14.00,61.04,0,46.28,0,26.24,0,30,1,21.56,66.96,101.23,7.59,48.11,249.09,97510,CHENNAI,TAMIL NADU,42027,42329,661,4511,3443,24
4492,03-10-2019 14.05,61.03,0,46.24,0,26.22,0,30.02,1,21.61,66.73,101.23,7.62,48.32,249.33,97511,LAKHIMPUR,UTTAR PRADESH,42028,42330,661,4512,3444,24
4493,03-10-2019 14.10,61.02,0,46.2,0,26.21,0,30.04,1,21.67,66.51,101.23,7.65,48.54,249.57,97512,INDORE,MADHYA PRADESH,42029,42331,556,4513,3445,24
4494,03-10-2019 14.15,61.02,0,46.15,0,26.19,0,30.06,1,21.72,66.28,101.23,7.68,48.76,249.8,97513,SIOLIM,GOA,42030,42332,1181,4514,3446,24
4495,03-10-2019 14.20,61.01,0,46.11,0,26.17,0,30.08,1,21.78,66.05,101.23,7.71,48.98,250.04,97514,BENGALURU,KARNATAKA,42031,42333,869,4515,3447,24
4496,03-10-2019 14.25,61,0,46.07,0,26.16,0,30.09,1,21.83,65.83,101.23,7.74,49.2,250.28,97515,NAVI MUMBAI,MAHARASHTRA,42032,42334,931,4516,3448,24
4497,03-10-2019 14.30,61,0,46.03,0,26.14,0,30.11,1,21.89,65.6,101.23,7.77,49.42,250.51,97516,LAKHIMPUR,UTTAR PRADESH,42033,42335,844,4517,3449,24
4498,03-10-2019 14.35,60.99,0,45.99,0,26.12,0,30.13,1,21.95,65.37,101.23,7.8,49.64,250.75,97517,NAVI MUMBAI,MAHARASHTRA,42034,42336,894,4518,3450,24
4499,03-10-2019 14.40,60.98,0,45.94,0,26.1,0,30.15,1,22,65.15,101.23,7.83,49.85,250.98,97518,PATNA,BIHAR,42035,42337,894,4519,3451,24
4500,03-10-2019 14.45,60.98,0,45.9,0,26.09,0,30.17,1,22.06,64.92,101.23,7.86,50.07,251.22,97519,NEW DELHI,DELHI,42036,42338,850,4520,3452,24
4501,03-10-2019 14.50,60.97,0,45.86,0,26.07,0,30.19,1,22.11,64.69,101.23,7.89,50.29,251.46,97520,BENGALURU,KARNATAKA,42037,42339,730,4521,3453,24
4502,03-10-2019 14.55,60.96,0,45.82,0,26.05,0,30.21,1,22.17,64.47,101.23,7.92,50.51,251.69,97521,HYDERABAD,TELANGANA,42038,42340,681,4522,3454,24
4503,03-10-2019 15.00,60.96,0,45.77,0,26.03,0,30.23,1,22.22,64.24,101.23,7.95,50.73,251.93,97522,KOLKATA,WEST BENGAL,42039,42341,315,4523,3455,24
4504,03-10-2019 15.05,60.95,0,45.73,0,26.02,0,30.25,1,22.28,64.01,101.23,7.98,50.95,252.17,97523,Port blair,ANDAMAN & NICOBAR ,42040,42342,903,4524,3456,24
4505,03-10-2019 15.10,60.94,0,45.69,0,26,0,30.26,1,22.33,63.79,101.23,8.01,51.17,252.4,97524,GURUGRAM,HARYANA,42041,42343,825,4525,3457,24
4506,03-10-2019 15.15,60.94,0,45.65,0,25.98,0,30.28,1,22.39,63.56,101.23,8.04,51.38,252.64,97525,HYDERABAD,TELANGANA,42042,42344,315,4526,3458,24
4507,03-10-2019 15.20,60.93,0,45.6,0,25.97,0,30.3,1,22.44,63.33,101.23,8.07,51.6,252.87,97526,Cochin,KERALA,42043,42345,431,4527,3459,24
4508,03-10-2019 15.25,60.93,0,45.56,0,25.95,0,30.32,1,22.5,63.11,101.23,8.1,51.82,253.11,97527,CHENNAI,TAMIL NADU,42044,42346,825,4528,3460,24
4509,03-10-2019 15.30,60.92,0,45.52,0,25.93,0,30.34,1,22.55,62.88,101.23,8.13,52.04,253.35,97528,JOWAI,MEGHALAYA,42045,42347,825,4529,3461,24
4510,03-10-2019 15.35,60.91,0,45.48,0,25.91,0,30.36,1,22.61,62.65,101.23,8.16,52.26,253.58,97529,Haldwani,UTTARAKHAND,42046,42348,450,4530,3462,24
4511,03-10-2019 15.40,60.91,0,45.43,0,25.9,0,30.38,1,22.66,62.43,101.23,8.19,52.48,253.82,97530,KANDAGHAT,HIMACHAL PRADESH,42047,42349,428,4531,3463,24
4512,03-10-2019 15.45,60.9,0,45.39,0,25.88,0,30.4,1,22.72,62.2,101.23,8.22,52.7,254.06,97531,Bangalore,KARNATAKA,42048,42350,315,4532,3464,24
4513,03-10-2019 15.50,60.89,0,45.35,0,25.86,0,30.42,1,22.77,61.97,101.24,8.25,52.91,254.29,97532,BENGALURU,KARNATAKA,42049,42351,428,4533,3465,24
4514,03-10-2019 15.55,60.89,0,45.31,0,25.84,0,30.43,1,22.83,61.75,101.24,8.28,53.13,254.53,97533,CHENNAI,TAMIL NADU,42050,42352,499,4534,3466,24
4515,03-10-2019 16.00,60.88,0,45.27,0,25.83,0,30.45,1,22.88,61.52,101.24,8.31,53.35,254.76,97534,PRANTIJ,Gujarat,42051,42353,499,4535,3467,24
4516,03-10-2019 16.05,60.87,0,45.22,0,25.81,0,30.47,1,22.94,61.29,101.24,8.34,53.57,255,97535,NOIDA,UTTAR PRADESH,42052,42354,499,4536,3468,24
4517,03-10-2019 16.10,60.87,0,45.18,0,25.79,0,30.49,1,22.99,61.07,101.24,8.37,53.79,255.24,97536,SURAT,Gujarat,42053,42355,499,4537,3469,24
4518,03-10-2019 16.15,60.86,0,45.14,0,25.78,0,30.51,1,23.05,60.84,101.24,8.4,54.01,255.47,97537,Ghaziabad,UTTAR PRADESH,42054,42356,524,4538,3470,24
4519,03-10-2019 16.20,60.85,0,45.1,0,25.76,0,30.53,1,23.1,60.61,101.24,8.43,54.23,255.71,97538,jaipur,RAJASTHAN,42055,42357,524,4539,3471,24
4520,03-10-2019 16.25,60.85,0,45.05,0,25.74,0,30.55,1,23.16,60.39,101.24,8.46,54.44,255.94,97539,Thrissur,KERALA,42056,42358,524,4540,3472,24
4521,03-10-2019 16.30,60.84,0,45.01,0,25.72,0,30.57,1,23.21,60.16,101.24,8.49,54.66,256.18,97540,Haldwani,UTTARAKHAND,42057,42359,561,4541,3473,24
4522,03-10-2019 16.35,60.83,0,44.97,0,25.71,0,30.58,1,23.27,59.93,101.24,8.52,54.88,256.42,97541,Chennai,TAMIL NADU,42058,42360,561,4542,3474,24
4523,03-10-2019 16.40,60.83,0,44.93,0,25.69,0,30.6,1,23.32,59.71,101.24,8.55,55.1,256.65,97542,NEW DELHI,DELHI,42059,42361,561,4543,3475,24
4524,03-10-2019 16.45,60.82,0,44.88,0,25.67,0,30.62,1,23.38,59.48,101.24,8.58,55.32,256.89,97543,NEW DELHI,DELHI,42060,42362,499,4544,3476,24
4525,03-10-2019 16.50,60.81,0,44.84,0,25.66,0,30.64,1,23.43,59.25,101.24,8.61,55.54,257.13,97544,BALLABGARH,HARYANA,42061,42363,499,4545,3477,24
4526,03-10-2019 16.55,60.81,0,44.8,0,25.64,0,30.66,1,23.49,59.03,101.24,8.64,55.76,257.36,97545,NANDIVARAM GUDUVANCHERI,TAMIL NADU,42062,42364,499,4546,3478,24
4527,03-10-2019 17.00,60.8,0,44.76,0,25.62,0,30.68,1,23.54,58.8,101.24,8.67,55.97,257.6,97546,RAMTEK,MAHARASHTRA,42063,42365,499,4547,3479,24
4528,03-10-2019 17.05,60.79,0,44.71,0,25.6,0,30.7,1,23.6,58.57,101.24,8.7,56.19,257.83,97547,Thane,MAHARASHTRA,42064,42366,499,4548,3480,24
4529,03-10-2019 17.10,60.79,0,44.67,0,25.59,0,30.72,1,23.65,58.35,101.24,8.73,56.41,258.07,97548,GHAZIABAD,UTTAR PRADESH,42065,42367,1328,4549,3481,24
4530,03-10-2019 17.15,60.78,0,44.63,0,25.57,0,30.74,1,23.71,58.12,101.24,8.76,56.63,258.31,97549,TENKASI,TAMIL NADU,42066,42368,1328,4550,3482,24
4531,03-10-2019 17.20,60.78,0,44.59,0,25.55,0,30.75,1,23.76,57.89,101.24,8.79,56.85,258.54,97550,RANCHI,JHARKHAND,42067,42369,1328,4551,3483,24
4532,03-10-2019 17.25,60.77,0,44.55,0,25.53,0,30.77,1,23.82,57.67,101.24,8.82,57.07,258.78,97551,HYDERABAD,TELANGANA,42068,42370,1328,4552,3484,24
4533,03-10-2019 17.30,60.76,0,44.5,0,25.52,0,30.79,1,23.87,57.44,101.24,8.85,57.29,259.02,97552,SITAPUR,UTTAR PRADESH,42069,42371,1328,4553,3485,24
4534,03-10-2019 17.35,60.76,0,44.46,0,25.5,0,30.81,1,23.93,57.21,101.24,8.88,57.5,259.25,97553,PHAGWARA,PUNJAB,42070,42372,1328,4554,3486,24
4535,03-10-2019 17.40,60.75,0,44.42,0,25.48,0,30.83,1,23.98,56.99,101.25,8.91,57.72,259.49,97554,NEW DELHI,DELHI,42071,42373,1406,4555,3487,24
4536,03-10-2019 17.45,60.74,0,44.38,0,25.47,0,30.85,1,24.04,56.76,101.25,8.94,57.94,259.72,97555,Tiruttani,TAMIL NADU,42072,42374,1406,4556,3488,24
4537,03-10-2019 17.50,60.74,0,44.33,0,25.45,0,30.87,1,24.09,56.53,101.25,8.97,58.16,259.96,97556,SHILLONG,MEGHALAYA,42073,42375,1406,4557,3489,24
4538,03-10-2019 17.55,60.73,0,44.29,0,25.43,0,30.89,1,24.15,56.31,101.25,9,58.38,260.2,97557,NEW DELHI,DELHI,42074,42376,1406,4558,3490,24
4539,03-10-2019 18.00,60.72,0,44.25,0,25.41,0,30.91,1,24.2,56.08,101.25,9.03,58.6,260.43,97558,Virar,MAHARASHTRA,42075,42377,1406,4559,3491,24
4540,03-10-2019 18.05,60.72,0,44.21,0,25.4,0,30.92,1,24.26,55.85,101.25,9.06,58.82,260.67,97559,GURUGRAM,HARYANA,42076,42378,1406,4560,3492,24
4541,03-10-2019 18.10,60.71,0,44.16,0,25.38,0,30.94,1,24.31,55.63,101.25,9.09,59.03,260.91,97560,Salem,TAMIL NADU,42077,42379,1133,4561,3493,24
4542,03-10-2019 18.15,60.7,0,44.12,0,25.36,0,30.96,1,24.37,55.4,101.25,9.12,59.25,261.14,97561,ASANSOL,WEST BENGAL,42078,42380,1133,4562,3494,24
4543,03-10-2019 18.20,60.7,0,44.08,0,25.34,0,30.98,1,24.42,55.17,101.25,9.15,59.47,261.38,97562,DHARMAVARAM,ANDHRA PRADESH,42079,42381,561,4563,3495,24
4544,03-10-2019 18.25,60.69,0,44.04,0,25.33,0,31,1,24.48,54.95,101.25,9.18,59.69,261.61,97563,KARIYANGALA,KARNATAKA,42080,42382,561,4564,3496,24
4545,03-10-2019 18.30,60.68,0,43.99,0,25.31,0,31.02,1,24.53,54.72,101.25,9.21,59.91,261.85,97564,CHENNAI,TAMIL NADU,42081,42383,561,4565,3497,24
4546,03-10-2019 18.35,60.68,0,43.95,0,25.29,0,31.04,1,24.59,54.49,101.25,9.24,60.13,262.09,97565,CHENNAI,TAMIL NADU,42082,42384,561,4566,3498,24
4547,03-10-2019 18.40,60.67,0,43.91,0,25.28,0,31.06,1,24.64,54.27,101.25,9.27,60.35,262.32,97566,CHENNAI,TAMIL NADU,42083,42385,561,4567,3499,24
4548,03-10-2019 18.45,60.66,0,43.87,0,25.26,0,31.08,1,24.7,54.04,101.25,9.3,60.56,262.56,97567,BENGALURU,KARNATAKA,42084,42386,469,4568,3500,24
4549,03-10-2019 18.50,60.66,0,43.83,0,25.24,0,31.09,1,24.75,53.81,101.25,9.33,60.78,262.8,97568,NASHIK,MAHARASHTRA,42085,42387,469,4569,3501,24
4550,03-10-2019 18.55,60.65,0,43.78,0,25.22,0,31.11,1,24.81,53.59,101.25,9.36,61,263.03,97569,NEW DELHI,DELHI,42086,42388,469,4570,3502,24
4551,03-10-2019 19.00,60.64,0,43.74,0,25.21,0,31.13,1,24.86,53.36,101.25,9.39,61.22,263.27,97570,NEW DELHI,DELHI,42087,42389,469,4571,3503,24
